"date","hour","total_trips"
2024-08-24,16,2305
2024-08-24,17,2402
2024-08-24,18,2546
2024-08-24,19,2089
2024-08-24,20,1714
2024-08-24,21,1286
2024-08-24,22,1111
2024-08-24,23,1066
2024-08-25,0,801
2024-08-25,1,528
2024-08-25,2,479
2024-08-25,3,235
2024-08-25,4,119
2024-08-25,5,93
2024-08-25,6,160
2024-08-25,7,405
2024-08-25,8,640
2024-08-25,9,1034
2024-08-25,10,1363
2024-08-25,11,1761
2024-08-25,12,2033
2024-08-25,13,2124
2024-08-25,14,2217
2024-08-25,15,2274
2024-08-25,16,2467
2024-08-25,17,2512
2024-08-25,18,2537
2024-08-25,19,2102
2024-08-25,20,1557
2024-08-25,21,1179
2024-08-25,22,932
2024-08-25,23,700
2024-08-26,0,361
2024-08-26,1,173
2024-08-26,2,111
2024-08-26,3,73
2024-08-26,4,61
2024-08-26,5,189
2024-08-26,6,494
2024-08-26,7,1088
2024-08-26,8,2093
2024-08-26,9,1242
2024-08-26,10,961
2024-08-26,11,1073
2024-08-26,12,1249
2024-08-26,13,1342
2024-08-26,14,1328
2024-08-26,15,1601
2024-08-26,16,2357
2024-08-26,17,3486
2024-08-26,18,2996
2024-08-26,19,2412
2024-08-26,20,1873
2024-08-26,21,1288
2024-08-26,22,918
2024-08-26,23,611
2024-08-27,0,323
2024-08-27,1,157
2024-08-27,2,105
2024-08-27,3,58
2024-08-27,4,65
2024-08-27,5,197
2024-08-27,6,580
2024-08-27,7,1211
2024-08-27,8,2580
2024-08-27,9,1647
2024-08-27,10,1094
2024-08-27,11,1107
2024-08-27,12,1355
2024-08-27,13,1333
2024-08-27,14,1370
2024-08-27,15,1635
2024-08-27,16,2612
2024-08-27,17,3811
2024-08-27,18,3325
2024-08-27,19,2419
2024-08-27,20,1906
2024-08-27,21,1456
2024-08-27,22,1206
2024-08-27,23,860
2024-08-28,0,383
2024-08-28,1,181
2024-08-28,2,121
2024-08-28,3,50
2024-08-28,4,82
2024-08-28,5,184
2024-08-28,6,568
2024-08-28,7,1137
2024-08-28,8,2438
2024-08-28,9,1517
2024-08-28,10,1031
2024-08-28,11,1018
2024-08-28,12,1195
2024-08-28,13,1184
2024-08-28,14,1157
2024-08-28,15,1434
2024-08-28,16,2174
2024-08-28,17,3488
2024-08-28,18,2850
2024-08-28,19,2092
2024-08-28,20,1503
2024-08-28,21,1163
2024-08-28,22,984
2024-08-28,23,717
2024-08-29,0,383
2024-08-29,1,195
2024-08-29,2,140
2024-08-29,3,58
2024-08-29,4,57
2024-08-29,5,186
2024-08-29,6,515
2024-08-29,7,1154
2024-08-29,8,2258
2024-08-29,9,1483
2024-08-29,10,992
2024-08-29,11,1128
2024-08-29,12,1325
2024-08-29,13,1304
2024-08-29,14,1418
2024-08-29,15,1692
2024-08-29,16,2577
2024-08-29,17,3696
2024-08-29,18,3103
2024-08-29,19,2567
2024-08-29,20,1947
2024-08-29,21,1396
2024-08-29,22,1132
2024-08-29,23,853
2024-08-30,0,467
2024-08-30,1,269
2024-08-30,2,187
2024-08-30,3,85
2024-08-30,4,71
2024-08-30,5,151
2024-08-30,6,443
2024-08-30,7,843
2024-08-30,8,1447
2024-08-30,9,1280
2024-08-30,10,1143
2024-08-30,11,1248
2024-08-30,12,1530
2024-08-30,13,1624
2024-08-30,14,1817
2024-08-30,15,2045
2024-08-30,16,2352
2024-08-30,17,2715
2024-08-30,18,2566
2024-08-30,19,2232
2024-08-30,20,1688
2024-08-30,21,1166
2024-08-30,22,1077
2024-08-30,23,777
2024-08-31,0,292
2024-08-31,1,277
2024-08-31,2,200
2024-08-31,3,96
2024-08-31,4,82
2024-08-31,5,82
2024-08-31,6,162
2024-08-31,7,261
2024-08-31,8,477
2024-08-31,9,880
2024-08-31,10,1153
2024-08-31,11,1591
2024-08-31,12,1862
2024-08-31,13,2031
2024-08-31,14,2152
2024-08-31,15,2290
2024-08-31,16,2187
2024-08-31,17,2237
2024-08-31,18,2137
2024-08-31,19,2029
2024-08-31,20,1576
2024-08-31,21,1325
2024-08-31,22,1244
2024-08-31,23,850
2024-09-01,0,697
2024-09-01,1,503
2024-09-01,2,433
2024-09-01,3,219
2024-09-01,4,117
2024-09-01,5,96
2024-09-01,6,176
2024-09-01,7,324
2024-09-01,8,512
2024-09-01,9,961
2024-09-01,10,1364
2024-09-01,11,1924
2024-09-01,12,1955
2024-09-01,13,2147
2024-09-01,14,2332
2024-09-01,15,2423
2024-09-01,16,2439
2024-09-01,17,2344
2024-09-01,18,2211
2024-09-01,19,2016
2024-09-01,20,1478
2024-09-01,21,1124
2024-09-01,22,922
2024-09-01,23,688
2024-09-02,0,475
2024-09-02,1,300
2024-09-02,2,278
2024-09-02,3,171
2024-09-02,4,104
2024-09-02,5,93
2024-09-02,6,186
2024-09-02,7,253
2024-09-02,8,484
2024-09-02,9,837
2024-09-02,10,1218
2024-09-02,11,1745
2024-09-02,12,1964
2024-09-02,13,2279
2024-09-02,14,2415
2024-09-02,15,2561
2024-09-02,16,2454
2024-09-02,17,2410
2024-09-02,18,2090
2024-09-02,19,1802
2024-09-02,20,1173
2024-09-02,21,902
2024-09-02,22,591
2024-09-02,23,407
2024-09-03,0,209
2024-09-03,1,123
2024-09-03,2,77
2024-09-03,3,59
2024-09-03,4,59
2024-09-03,5,161
2024-09-03,6,490
2024-09-03,7,1180
2024-09-03,8,2385
2024-09-03,9,1472
2024-09-03,10,914
2024-09-03,11,1024
2024-09-03,12,1277
2024-09-03,13,1283
2024-09-03,14,1310
2024-09-03,15,1700
2024-09-03,16,2428
2024-09-03,17,3758
2024-09-03,18,3107
2024-09-03,19,2179
2024-09-03,20,1513
2024-09-03,21,1061
2024-09-03,22,829
2024-09-03,23,531
2024-09-04,0,289
2024-09-04,1,133
2024-09-04,2,79
2024-09-04,3,44
2024-09-04,4,46
2024-09-04,5,200
2024-09-04,6,572
2024-09-04,7,1317
2024-09-04,8,2800
2024-09-04,9,1585
2024-09-04,10,1117
2024-09-04,11,1181
2024-09-04,12,1394
2024-09-04,13,1321
2024-09-04,14,1487
2024-09-04,15,1748
2024-09-04,16,2640
2024-09-04,17,3964
2024-09-04,18,3236
2024-09-04,19,2356
2024-09-04,20,1756
2024-09-04,21,1131
2024-09-04,22,1003
2024-09-04,23,581
2024-09-05,0,266
2024-09-05,1,112
2024-09-05,2,91
2024-09-05,3,54
2024-09-05,4,53
2024-09-05,5,166
2024-09-05,6,576
2024-09-05,7,1340
2024-09-05,8,3150
2024-09-05,9,1687
2024-09-05,10,1151
2024-09-05,11,1176
2024-09-05,12,1442
2024-09-05,13,1471
2024-09-05,14,1528
2024-09-05,15,1814
2024-09-05,16,2726
2024-09-05,17,4206
2024-09-05,18,3254
2024-09-05,19,2558
2024-09-05,20,1812
2024-09-05,21,1190
2024-09-05,22,951
2024-09-05,23,692
2024-09-06,0,491
2024-09-06,1,229
2024-09-06,2,149
2024-09-06,3,94
2024-09-06,4,78
2024-09-06,5,159
2024-09-06,6,379
2024-09-06,7,938
2024-09-06,8,1829
2024-09-06,9,1333
2024-09-06,10,883
2024-09-06,11,1016
2024-09-06,12,1258
2024-09-06,13,1439
2024-09-06,14,1436
2024-09-06,15,1299
2024-09-06,16,1755
2024-09-06,17,2612
2024-09-06,18,2358
2024-09-06,19,1949
2024-09-06,20,1278
2024-09-06,21,995
2024-09-06,22,864
2024-09-06,23,919
2024-09-07,0,358
2024-09-07,1,181
2024-09-07,2,117
2024-09-07,3,101
2024-09-07,4,69
2024-09-07,5,88
2024-09-07,6,198
2024-09-07,7,408
2024-09-07,8,736
2024-09-07,9,1217
2024-09-07,10,1448
2024-09-07,11,1745
2024-09-07,12,1753
2024-09-07,13,1917
2024-09-07,14,1811
2024-09-07,15,1926
2024-09-07,16,1752
2024-09-07,17,1822
2024-09-07,18,1807
2024-09-07,19,1568
2024-09-07,20,1068
2024-09-07,21,822
2024-09-07,22,671
2024-09-07,23,633
2024-09-08,0,502
2024-09-08,1,360
2024-09-08,2,319
2024-09-08,3,152
2024-09-08,4,78
2024-09-08,5,81
2024-09-08,6,174
2024-09-08,7,338
2024-09-08,8,560
2024-09-08,9,980
2024-09-08,10,1300
2024-09-08,11,1560
2024-09-08,12,1662
2024-09-08,13,1811
2024-09-08,14,1928
2024-09-08,15,1989
2024-09-08,16,1828
2024-09-08,17,1967
2024-09-08,18,1814
2024-09-08,19,1665
2024-09-08,20,1134
2024-09-08,21,833
2024-09-08,22,752
2024-09-08,23,616
2024-09-09,0,300
2024-09-09,1,146
2024-09-09,2,140
2024-09-09,3,64
2024-09-09,4,61
2024-09-09,5,160
2024-09-09,6,478
2024-09-09,7,1096
2024-09-09,8,2273
2024-09-09,9,911
2024-09-09,10,793
2024-09-09,11,969
2024-09-09,12,1225
2024-09-09,13,1114
2024-09-09,14,824
2024-09-09,15,1306
2024-09-09,16,2175
2024-09-09,17,3261
2024-09-09,18,2685
2024-09-09,19,2070
2024-09-09,20,1533
2024-09-09,21,1130
2024-09-09,22,815
2024-09-09,23,532
2024-09-10,0,295
2024-09-10,1,133
2024-09-10,2,81
2024-09-10,3,44
2024-09-10,4,60
2024-09-10,5,175
2024-09-10,6,564
2024-09-10,7,1379
2024-09-10,8,2902
2024-09-10,9,1698
2024-09-10,10,1077
2024-09-10,11,1169
2024-09-10,12,1367
2024-09-10,13,1345
2024-09-10,14,1458
2024-09-10,15,1808
2024-09-10,16,2695
2024-09-10,17,4246
2024-09-10,18,3581
2024-09-10,19,2400
2024-09-10,20,1757
2024-09-10,21,1248
2024-09-10,22,956
2024-09-10,23,1196
2024-09-11,0,373
2024-09-11,1,152
2024-09-11,2,109
2024-09-11,3,49
2024-09-11,4,59
2024-09-11,5,181
2024-09-11,6,545
2024-09-11,7,1405
2024-09-11,8,2994
2024-09-11,9,1694
2024-09-11,10,1106
2024-09-11,11,1189
2024-09-11,12,1422
2024-09-11,13,1408
2024-09-11,14,1530
2024-09-11,15,1807
2024-09-11,16,2735
2024-09-11,17,4211
2024-09-11,18,3370
2024-09-11,19,2351
2024-09-11,20,1669
2024-09-11,21,1178
2024-09-11,22,953
2024-09-11,23,910
2024-09-12,0,337
2024-09-12,1,136
2024-09-12,2,131
2024-09-12,3,50
2024-09-12,4,75
2024-09-12,5,169
2024-09-12,6,541
2024-09-12,7,1299
2024-09-12,8,2931
2024-09-12,9,1696
2024-09-12,10,1141
2024-09-12,11,1216
2024-09-12,12,1431
2024-09-12,13,1511
2024-09-12,14,1517
2024-09-12,15,1794
2024-09-12,16,2685
2024-09-12,17,4119
2024-09-12,18,3349
2024-09-12,19,2334
2024-09-12,20,1804
2024-09-12,21,1273
2024-09-12,22,907
2024-09-12,23,783
2024-09-13,0,424
2024-09-13,1,218
2024-09-13,2,151
2024-09-13,3,67
2024-09-13,4,75
2024-09-13,5,178
2024-09-13,6,460
2024-09-13,7,1084
2024-09-13,8,2026
2024-09-13,9,1476
2024-09-13,10,1171
2024-09-13,11,1319
2024-09-13,12,1543
2024-09-13,13,1622
2024-09-13,14,1780
2024-09-13,15,1960
2024-09-13,16,2713
2024-09-13,17,3259
2024-09-13,18,2919
2024-09-13,19,2213
2024-09-13,20,1606
2024-09-13,21,1299
2024-09-13,22,1086
2024-09-13,23,960
2024-09-14,0,734
2024-09-14,1,485
2024-09-14,2,408
2024-09-14,3,216
2024-09-14,4,126
2024-09-14,5,102
2024-09-14,6,201
2024-09-14,7,427
2024-09-14,8,796
2024-09-14,9,1254
2024-09-14,10,1462
2024-09-14,11,1801
2024-09-14,12,2088
2024-09-14,13,2236
2024-09-14,14,2327
2024-09-14,15,2404
2024-09-14,16,2297
2024-09-14,17,2487
2024-09-14,18,2645
2024-09-14,19,2115
2024-09-14,20,1589
2024-09-14,21,1289
2024-09-14,22,1133
2024-09-14,23,1011
2024-09-15,0,697
2024-09-15,1,573
2024-09-15,2,520
2024-09-15,3,247
2024-09-15,4,128
2024-09-15,5,72
2024-09-15,6,200
2024-09-15,7,381
2024-09-15,8,668
2024-09-15,9,1042
2024-09-15,10,1390
2024-09-15,11,1830
2024-09-15,12,1956
2024-09-15,13,2211
2024-09-15,14,2355
2024-09-15,15,2184
2024-09-15,16,2432
2024-09-15,17,2305
2024-09-15,18,2248
2024-09-15,19,1918
2024-09-15,20,1299
2024-09-15,21,971
2024-09-15,22,797
2024-09-15,23,505
2024-09-16,0,310
2024-09-16,1,160
2024-09-16,2,120
2024-09-16,3,70
2024-09-16,4,82
2024-09-16,5,186
2024-09-16,6,505
2024-09-16,7,1190
2024-09-16,8,2393
2024-09-16,9,1444
2024-09-16,10,1051
2024-09-16,11,1095
2024-09-16,12,1407
2024-09-16,13,1352
2024-09-16,14,1362
2024-09-16,15,1723
2024-09-16,16,2547
2024-09-16,17,3763
2024-09-16,18,3134
2024-09-16,19,2392
2024-09-16,20,1594
2024-09-16,21,1169
2024-09-16,22,790
2024-09-16,23,480
2024-09-17,0,261
2024-09-17,1,126
2024-09-17,2,88
2024-09-17,3,42
2024-09-17,4,47
2024-09-17,5,180
2024-09-17,6,611
2024-09-17,7,1433
2024-09-17,8,3093
2024-09-17,9,1712
2024-09-17,10,1079
2024-09-17,11,1185
2024-09-17,12,1517
2024-09-17,13,1435
2024-09-17,14,1483
2024-09-17,15,1833
2024-09-17,16,2710
2024-09-17,17,4273
2024-09-17,18,3677
2024-09-17,19,2544
2024-09-17,20,1842
2024-09-17,21,1393
2024-09-17,22,1020
2024-09-17,23,602
2024-09-18,0,316
2024-09-18,1,153
2024-09-18,2,95
2024-09-18,3,53
2024-09-18,4,49
2024-09-18,5,195
2024-09-18,6,602
2024-09-18,7,1501
2024-09-18,8,2995
2024-09-18,9,1842
2024-09-18,10,1190
2024-09-18,11,1205
2024-09-18,12,1465
2024-09-18,13,1439
2024-09-18,14,1480
2024-09-18,15,1906
2024-09-18,16,2711
2024-09-18,17,4254
2024-09-18,18,3499
2024-09-18,19,2491
2024-09-18,20,1668
2024-09-18,21,1361
2024-09-18,22,1117
2024-09-18,23,653
2024-09-19,0,336
2024-09-19,1,191
2024-09-19,2,129
2024-09-19,3,56
2024-09-19,4,69
2024-09-19,5,207
2024-09-19,6,587
2024-09-19,7,1514
2024-09-19,8,3097
2024-09-19,9,1767
2024-09-19,10,1145
2024-09-19,11,1381
2024-09-19,12,1444
2024-09-19,13,1597
2024-09-19,14,1653
2024-09-19,15,1960
2024-09-19,16,2865
2024-09-19,17,4107
2024-09-19,18,3561
2024-09-19,19,2740
2024-09-19,20,1801
2024-09-19,21,1289
2024-09-19,22,998
2024-09-19,23,857
2024-09-20,0,422
2024-09-20,1,216
2024-09-20,2,116
2024-09-20,3,58
2024-09-20,4,60
2024-09-20,5,173
2024-09-20,6,508
2024-09-20,7,1065
2024-09-20,8,2077
2024-09-20,9,1600
2024-09-20,10,1337
2024-09-20,11,1458
2024-09-20,12,1689
2024-09-20,13,1749
2024-09-20,14,1807
2024-09-20,15,2116
2024-09-20,16,2697
2024-09-20,17,3512
2024-09-20,18,3181
2024-09-20,19,2414
2024-09-20,20,1626
2024-09-20,21,1267
2024-09-20,22,1224
2024-09-20,23,1284
2024-09-21,0,810
2024-09-21,1,614
2024-09-21,2,494
2024-09-21,3,220
2024-09-21,4,123
2024-09-21,5,81
2024-09-21,6,227
2024-09-21,7,442
2024-09-21,8,827
2024-09-21,9,1239
2024-09-21,10,1521
2024-09-21,11,1924
2024-09-21,12,2091
2024-09-21,13,2015
2024-09-21,14,2188
2024-09-21,15,2417
2024-09-21,16,2497
2024-09-21,17,2689
2024-09-21,18,2334
2024-09-21,19,1156
2024-09-21,20,773
2024-09-21,21,792
2024-09-21,22,817
2024-09-21,23,825
2024-09-22,0,639
2024-09-22,1,544
2024-09-22,2,543
2024-09-22,3,214
2024-09-22,4,116
2024-09-22,5,105
2024-09-22,6,199
2024-09-22,7,366
2024-09-22,8,613
2024-09-22,9,1023
2024-09-22,10,1434
2024-09-22,11,1695
2024-09-22,12,1954
2024-09-22,13,2084
2024-09-22,14,2313
2024-09-22,15,2393
2024-09-22,16,2428
2024-09-22,17,2370
2024-09-22,18,2068
2024-09-22,19,1542
2024-09-22,20,1071
2024-09-22,21,865
2024-09-22,22,661
2024-09-22,23,443
2024-09-23,0,220
2024-09-23,1,125
2024-09-23,2,89
2024-09-23,3,25
2024-09-23,4,28
2024-09-23,5,47
2024-09-23,6,103
2024-09-23,7,662
2024-09-23,8,1686
2024-09-23,9,1140
2024-09-23,10,946
2024-09-23,11,810
2024-09-23,12,951
2024-09-23,13,1142
2024-09-23,14,1252
2024-09-23,15,1558
2024-09-23,16,2303
2024-09-23,17,3388
2024-09-23,18,2672
2024-09-23,19,1743
2024-09-23,20,1134
2024-09-23,21,890
2024-09-23,22,650
2024-09-23,23,383
2024-09-24,0,168
2024-09-24,1,126
2024-09-24,2,74
2024-09-24,3,40
2024-09-24,4,66
2024-09-24,5,196
2024-09-24,6,584
2024-09-24,7,1222
2024-09-24,8,2055
2024-09-24,9,817
2024-09-24,10,584
2024-09-24,11,564
2024-09-24,12,894
2024-09-24,13,864
2024-09-24,14,902
2024-09-24,15,1327
2024-09-24,16,2264
2024-09-24,17,3421
2024-09-24,18,2804
2024-09-24,19,1731
2024-09-24,20,917
2024-09-24,21,466
2024-09-24,22,291
2024-09-24,23,273
2024-09-25,0,130
2024-09-25,1,49
2024-09-25,2,48
2024-09-25,3,30
2024-09-25,4,44
2024-09-25,5,170
2024-09-25,6,527
2024-09-25,7,1193
2024-09-25,8,2625
2024-09-25,9,1649
2024-09-25,10,1064
2024-09-25,11,1182
2024-09-25,12,1361
2024-09-25,13,1307
2024-09-25,14,1425
2024-09-25,15,1629
2024-09-25,16,2651
2024-09-25,17,4045
2024-09-25,18,3307
2024-09-25,19,2292
2024-09-25,20,1550
2024-09-25,21,1266
2024-09-25,22,1070
2024-09-25,23,729
2024-09-26,0,323
2024-09-26,1,163
2024-09-26,2,112
2024-09-26,3,76
2024-09-26,4,60
2024-09-26,5,196
2024-09-26,6,614
2024-09-26,7,1289
2024-09-26,8,2941
2024-09-26,9,1697
2024-09-26,10,1160
2024-09-26,11,1274
2024-09-26,12,1602
2024-09-26,13,1477
2024-09-26,14,1554
2024-09-26,15,1963
2024-09-26,16,2819
2024-09-26,17,4206
2024-09-26,18,3458
2024-09-26,19,2445
2024-09-26,20,1736
2024-09-26,21,1386
2024-09-26,22,991
2024-09-26,23,757
2024-09-27,0,413
2024-09-27,1,240
2024-09-27,2,173
2024-09-27,3,88
2024-09-27,4,58
2024-09-27,5,174
2024-09-27,6,482
2024-09-27,7,1011
2024-09-27,8,1951
2024-09-27,9,1536
2024-09-27,10,1166
2024-09-27,11,1464
2024-09-27,12,1703
2024-09-27,13,1827
2024-09-27,14,1813
2024-09-27,15,2074
2024-09-27,16,2674
2024-09-27,17,3391
2024-09-27,18,3117
2024-09-27,19,2288
2024-09-27,20,1537
2024-09-27,21,1196
2024-09-27,22,1146
2024-09-27,23,1275
2024-09-28,0,788
2024-09-28,1,522
2024-09-28,2,480
2024-09-28,3,207
2024-09-28,4,91
2024-09-28,5,88
2024-09-28,6,217
2024-09-28,7,452
2024-09-28,8,766
2024-09-28,9,1220
2024-09-28,10,1468
2024-09-28,11,1715
2024-09-28,12,1942
2024-09-28,13,2000
2024-09-28,14,2105
2024-09-28,15,2180
2024-09-28,16,2190
2024-09-28,17,2155
2024-09-28,18,1947
2024-09-28,19,1244
2024-09-28,20,1106
2024-09-28,21,1086
2024-09-28,22,1040
2024-09-28,23,862
2024-09-29,0,660
2024-09-29,1,531
2024-09-29,2,446
2024-09-29,3,219
2024-09-29,4,110
2024-09-29,5,95
2024-09-29,6,178
2024-09-29,7,368
2024-09-29,8,582
2024-09-29,9,895
2024-09-29,10,1228
2024-09-29,11,1640
2024-09-29,12,2029
2024-09-29,13,2165
2024-09-29,14,2245
2024-09-29,15,2286
2024-09-29,16,2432
2024-09-29,17,2308
2024-09-29,18,2191
2024-09-29,19,1782
2024-09-29,20,1242
2024-09-29,21,943
2024-09-29,22,766
2024-09-29,23,660
2024-09-30,0,331
2024-09-30,1,166
2024-09-30,2,147
2024-09-30,3,51
2024-09-30,4,59
2024-09-30,5,165
2024-09-30,6,473
2024-09-30,7,1021
2024-09-30,8,1976
2024-09-30,9,1422
2024-09-30,10,1178
2024-09-30,11,1419
2024-09-30,12,1588
2024-09-30,13,1653
2024-09-30,14,1717
2024-09-30,15,2119
2024-09-30,16,2494
2024-09-30,17,3528
2024-09-30,18,2907
2024-09-30,19,2046
2024-09-30,20,1462
2024-09-30,21,983
2024-09-30,22,730
2024-09-30,23,495
