"date","hour","total_trips"
2024-05-15,14,881
2024-05-15,15,1192
2024-05-15,16,1844
2024-05-15,17,2987
2024-05-15,18,2303
2024-05-15,19,1888
2024-05-15,20,1360
2024-05-15,21,947
2024-05-15,22,662
2024-05-15,23,478
2024-05-16,0,228
2024-05-16,1,95
2024-05-16,2,59
2024-05-16,3,40
2024-05-16,4,49
2024-05-16,5,135
2024-05-16,6,419
2024-05-16,7,969
2024-05-16,8,1978
2024-05-16,9,1056
2024-05-16,10,762
2024-05-16,11,817
2024-05-16,12,1019
2024-05-16,13,1066
2024-05-16,14,1116
2024-05-16,15,1393
2024-05-16,16,2071
2024-05-16,17,2984
2024-05-16,18,2505
2024-05-16,19,2099
2024-05-16,20,1549
2024-05-16,21,1005
2024-05-16,22,729
2024-05-16,23,518
2024-05-17,0,303
2024-05-17,1,186
2024-05-17,2,117
2024-05-17,3,39
2024-05-17,4,55
2024-05-17,5,123
2024-05-17,6,369
2024-05-17,7,767
2024-05-17,8,1381
2024-05-17,9,964
2024-05-17,10,949
2024-05-17,11,1072
2024-05-17,12,1242
2024-05-17,13,1364
2024-05-17,14,747
2024-05-17,15,854
2024-05-17,16,1184
2024-05-17,17,1722
2024-05-17,18,1917
2024-05-17,19,1796
2024-05-17,20,1177
2024-05-17,21,830
2024-05-17,22,841
2024-05-17,23,709
2024-05-18,0,419
2024-05-18,1,331
2024-05-18,2,306
2024-05-18,3,121
2024-05-18,4,43
2024-05-18,5,55
2024-05-18,6,133
2024-05-18,7,263
2024-05-18,8,486
2024-05-18,9,888
2024-05-18,10,1158
2024-05-18,11,1416
2024-05-18,12,1621
2024-05-18,13,1761
2024-05-18,14,1954
2024-05-18,15,1960
2024-05-18,16,2196
2024-05-18,17,2109
2024-05-18,18,2146
2024-05-18,19,1752
2024-05-18,20,1392
2024-05-18,21,1086
2024-05-18,22,833
2024-05-18,23,738
2024-05-19,0,472
2024-05-19,1,370
2024-05-19,2,302
2024-05-19,3,134
2024-05-19,4,86
2024-05-19,5,66
2024-05-19,6,123
2024-05-19,7,268
2024-05-19,8,436
2024-05-19,9,733
2024-05-19,10,1047
2024-05-19,11,1282
2024-05-19,12,1622
2024-05-19,13,1834
2024-05-19,14,2065
2024-05-19,15,2260
2024-05-19,16,2405
2024-05-19,17,2293
2024-05-19,18,2231
2024-05-19,19,1931
2024-05-19,20,1363
2024-05-19,21,1001
2024-05-19,22,829
2024-05-19,23,719
2024-05-20,0,390
2024-05-20,1,262
2024-05-20,2,192
2024-05-20,3,108
2024-05-20,4,60
2024-05-20,5,70
2024-05-20,6,160
2024-05-20,7,283
2024-05-20,8,415
2024-05-20,9,675
2024-05-20,10,1039
2024-05-20,11,1439
2024-05-20,12,1739
2024-05-20,13,2174
2024-05-20,14,2341
2024-05-20,15,2198
2024-05-20,16,2309
2024-05-20,17,2527
2024-05-20,18,2376
2024-05-20,19,1142
2024-05-20,20,1097
2024-05-20,21,1049
2024-05-20,22,833
2024-05-20,23,721
2024-05-21,0,285
2024-05-21,1,94
2024-05-21,2,79
2024-05-21,3,31
2024-05-21,4,54
2024-05-21,5,140
2024-05-21,6,438
2024-05-21,7,984
2024-05-21,8,2078
2024-05-21,9,1120
2024-05-21,10,697
2024-05-21,11,786
2024-05-21,12,981
2024-05-21,13,870
2024-05-21,14,1038
2024-05-21,15,1301
2024-05-21,16,2032
2024-05-21,17,3164
2024-05-21,18,2867
2024-05-21,19,2099
2024-05-21,20,1705
2024-05-21,21,1464
2024-05-21,22,811
2024-05-21,23,551
2024-05-22,0,229
2024-05-22,1,134
2024-05-22,2,83
2024-05-22,3,40
2024-05-22,4,45
2024-05-22,5,144
2024-05-22,6,484
2024-05-22,7,1167
2024-05-22,8,2177
2024-05-22,9,1270
2024-05-22,10,815
2024-05-22,11,878
2024-05-22,12,1040
2024-05-22,13,983
2024-05-22,14,976
2024-05-22,15,1333
2024-05-22,16,1969
2024-05-22,17,3092
2024-05-22,18,2624
2024-05-22,19,2139
2024-05-22,20,1725
2024-05-22,21,1286
2024-05-22,22,845
2024-05-22,23,515
2024-05-23,0,231
2024-05-23,1,88
2024-05-23,2,64
2024-05-23,3,29
2024-05-23,4,59
2024-05-23,5,140
2024-05-23,6,455
2024-05-23,7,1093
2024-05-23,8,2252
2024-05-23,9,1300
2024-05-23,10,853
2024-05-23,11,947
2024-05-23,12,1081
2024-05-23,13,1130
2024-05-23,14,1224
2024-05-23,15,1402
2024-05-23,16,2192
2024-05-23,17,3340
2024-05-23,18,2764
2024-05-23,19,2198
2024-05-23,20,1674
2024-05-23,21,1374
2024-05-23,22,906
2024-05-23,23,637
2024-05-24,0,329
2024-05-24,1,181
2024-05-24,2,112
2024-05-24,3,66
2024-05-24,4,51
2024-05-24,5,145
2024-05-24,6,410
2024-05-24,7,807
2024-05-24,8,1502
2024-05-24,9,1005
2024-05-24,10,850
2024-05-24,11,1023
2024-05-24,12,1195
2024-05-24,13,1306
2024-05-24,14,1322
2024-05-24,15,1743
2024-05-24,16,2193
2024-05-24,17,2794
2024-05-24,18,2591
2024-05-24,19,2265
2024-05-24,20,1789
2024-05-24,21,1291
2024-05-24,22,953
2024-05-24,23,790
2024-05-25,0,574
2024-05-25,1,425
2024-05-25,2,307
2024-05-25,3,129
2024-05-25,4,61
2024-05-25,5,86
2024-05-25,6,144
2024-05-25,7,334
2024-05-25,8,583
2024-05-25,9,493
2024-05-25,10,583
2024-05-25,11,414
2024-05-25,12,247
2024-05-25,13,613
2024-05-25,14,993
2024-05-25,15,1387
2024-05-25,16,1620
2024-05-25,17,1719
2024-05-25,18,1911
2024-05-25,19,1648
2024-05-25,20,1327
2024-05-25,21,1092
2024-05-25,22,874
2024-05-25,23,823
2024-05-26,0,565
2024-05-26,1,417
2024-05-26,2,358
2024-05-26,3,190
2024-05-26,4,87
2024-05-26,5,69
2024-05-26,6,127
2024-05-26,7,280
2024-05-26,8,502
2024-05-26,9,839
2024-05-26,10,1289
2024-05-26,11,1715
2024-05-26,12,2009
2024-05-26,13,2288
2024-05-26,14,2421
2024-05-26,15,2445
2024-05-26,16,2585
2024-05-26,17,2426
2024-05-26,18,2162
2024-05-26,19,1725
2024-05-26,20,1132
2024-05-26,21,798
2024-05-26,22,594
2024-05-26,23,390
2024-05-27,0,124
2024-05-27,1,49
2024-05-27,2,14
2024-05-27,3,7
2024-05-27,4,55
2024-05-27,5,119
2024-05-27,6,335
2024-05-27,7,739
2024-05-27,8,1366
2024-05-27,9,284
2024-05-27,10,105
2024-05-27,11,133
2024-05-27,12,167
2024-05-27,13,362
2024-05-27,14,713
2024-05-27,15,1091
2024-05-27,16,1724
2024-05-27,17,2685
2024-05-27,18,2213
2024-05-27,19,1564
2024-05-27,20,1186
2024-05-27,21,759
2024-05-27,22,515
2024-05-27,23,419
2024-05-28,0,185
2024-05-28,1,43
2024-05-28,2,60
2024-05-28,3,35
2024-05-28,4,71
2024-05-28,5,149
2024-05-28,6,491
2024-05-28,7,1097
2024-05-28,8,2167
2024-05-28,9,1167
2024-05-28,10,737
2024-05-28,11,788
2024-05-28,12,828
2024-05-28,13,620
2024-05-28,14,402
2024-05-28,15,905
2024-05-28,16,1684
2024-05-28,17,1593
2024-05-28,18,1007
2024-05-28,19,1064
2024-05-28,20,1067
2024-05-28,21,856
2024-05-28,22,631
2024-05-28,23,423
2024-05-29,0,184
2024-05-29,1,95
2024-05-29,2,50
2024-05-29,3,31
2024-05-29,4,40
2024-05-29,5,134
2024-05-29,6,440
2024-05-29,7,1067
2024-05-29,8,2209
2024-05-29,9,1220
2024-05-29,10,796
2024-05-29,11,841
2024-05-29,12,1028
2024-05-29,13,1101
2024-05-29,14,1170
2024-05-29,15,1413
2024-05-29,16,2191
2024-05-29,17,3460
2024-05-29,18,2879
2024-05-29,19,2168
2024-05-29,20,1710
2024-05-29,21,1136
2024-05-29,22,739
2024-05-29,23,495
2024-05-30,0,209
2024-05-30,1,120
2024-05-30,2,66
2024-05-30,3,33
2024-05-30,4,34
2024-05-30,5,165
2024-05-30,6,466
2024-05-30,7,1057
2024-05-30,8,2231
2024-05-30,9,1268
2024-05-30,10,843
2024-05-30,11,935
2024-05-30,12,1106
2024-05-30,13,1086
2024-05-30,14,1115
2024-05-30,15,1462
2024-05-30,16,2148
2024-05-30,17,3319
2024-05-30,18,2782
2024-05-30,19,2083
2024-05-30,20,1656
2024-05-30,21,1291
2024-05-30,22,785
2024-05-30,23,568
2024-05-31,0,296
2024-05-31,1,145
2024-05-31,2,98
2024-05-31,3,42
2024-05-31,4,66
2024-05-31,5,149
2024-05-31,6,400
2024-05-31,7,885
2024-05-31,8,1568
2024-05-31,9,1089
2024-05-31,10,924
2024-05-31,11,993
2024-05-31,12,1288
2024-05-31,13,1356
2024-05-31,14,1434
2024-05-31,15,1716
2024-05-31,16,2275
2024-05-31,17,2814
2024-05-31,18,2630
2024-05-31,19,2055
2024-05-31,20,1586
2024-05-31,21,1282
2024-05-31,22,899
2024-05-31,23,795
2024-06-01,0,543
2024-06-01,1,404
2024-06-01,2,331
2024-06-01,3,121
2024-06-01,4,69
2024-06-01,5,80
2024-06-01,6,174
2024-06-01,7,355
2024-06-01,8,642
2024-06-01,9,1067
2024-06-01,10,1337
2024-06-01,11,1741
2024-06-01,12,1870
2024-06-01,13,2074
2024-06-01,14,2349
2024-06-01,15,2151
2024-06-01,16,2167
2024-06-01,17,2308
2024-06-01,18,2141
2024-06-01,19,1834
2024-06-01,20,1434
2024-06-01,21,1075
2024-06-01,22,1118
2024-06-01,23,785
2024-06-02,0,459
2024-06-02,1,448
2024-06-02,2,363
2024-06-02,3,150
2024-06-02,4,102
2024-06-02,5,85
2024-06-02,6,159
2024-06-02,7,245
2024-06-02,8,375
2024-06-02,9,418
2024-06-02,10,476
2024-06-02,11,371
2024-06-02,12,668
2024-06-02,13,1147
2024-06-02,14,1260
2024-06-02,15,1169
2024-06-02,16,1355
2024-06-02,17,1465
2024-06-02,18,1421
2024-06-02,19,1244
2024-06-02,20,945
2024-06-02,21,625
2024-06-02,22,465
2024-06-02,23,405
2024-06-03,0,197
2024-06-03,1,100
2024-06-03,2,67
2024-06-03,3,51
2024-06-03,4,53
2024-06-03,5,161
2024-06-03,6,407
2024-06-03,7,899
2024-06-03,8,1356
2024-06-03,9,869
2024-06-03,10,632
2024-06-03,11,695
2024-06-03,12,919
2024-06-03,13,966
2024-06-03,14,1159
2024-06-03,15,1374
2024-06-03,16,2043
2024-06-03,17,3070
2024-06-03,18,2564
2024-06-03,19,2058
2024-06-03,20,1660
2024-06-03,21,1150
2024-06-03,22,717
2024-06-03,23,450
2024-06-04,0,258
2024-06-04,1,94
2024-06-04,2,82
2024-06-04,3,46
2024-06-04,4,54
2024-06-04,5,170
2024-06-04,6,538
2024-06-04,7,1129
2024-06-04,8,2343
2024-06-04,9,1279
2024-06-04,10,854
2024-06-04,11,882
2024-06-04,12,1123
2024-06-04,13,1118
2024-06-04,14,1139
2024-06-04,15,1436
2024-06-04,16,2217
2024-06-04,17,3610
2024-06-04,18,2997
2024-06-04,19,2224
2024-06-04,20,1802
2024-06-04,21,1526
2024-06-04,22,1059
2024-06-04,23,546
2024-06-05,0,267
2024-06-05,1,157
2024-06-05,2,91
2024-06-05,3,52
2024-06-05,4,59
2024-06-05,5,177
2024-06-05,6,524
2024-06-05,7,1227
2024-06-05,8,2308
2024-06-05,9,1305
2024-06-05,10,917
2024-06-05,11,969
2024-06-05,12,1127
2024-06-05,13,1028
2024-06-05,14,1103
2024-06-05,15,1402
2024-06-05,16,2190
2024-06-05,17,3528
2024-06-05,18,2767
2024-06-05,19,1965
2024-06-05,20,1528
2024-06-05,21,1147
2024-06-05,22,413
2024-06-05,23,251
2024-06-06,0,166
2024-06-06,1,123
2024-06-06,2,70
2024-06-06,3,39
2024-06-06,4,37
2024-06-06,5,129
2024-06-06,6,406
2024-06-06,7,960
2024-06-06,8,2204
2024-06-06,9,1332
2024-06-06,10,898
2024-06-06,11,966
2024-06-06,12,1141
2024-06-06,13,1127
2024-06-06,14,1224
2024-06-06,15,1548
2024-06-06,16,2334
2024-06-06,17,3527
2024-06-06,18,2884
2024-06-06,19,2319
2024-06-06,20,1964
2024-06-06,21,1403
2024-06-06,22,557
2024-06-06,23,697
2024-06-07,0,359
2024-06-07,1,187
2024-06-07,2,140
2024-06-07,3,48
2024-06-07,4,56
2024-06-07,5,144
2024-06-07,6,430
2024-06-07,7,874
2024-06-07,8,1531
2024-06-07,9,974
2024-06-07,10,761
2024-06-07,11,792
2024-06-07,12,386
2024-06-07,13,777
2024-06-07,14,795
2024-06-07,15,1191
2024-06-07,16,1770
2024-06-07,17,2307
2024-06-07,18,2007
2024-06-07,19,1758
2024-06-07,20,1216
2024-06-07,21,995
2024-06-07,22,750
2024-06-07,23,711
2024-06-08,0,496
2024-06-08,1,384
2024-06-08,2,377
2024-06-08,3,137
2024-06-08,4,75
2024-06-08,5,85
2024-06-08,6,203
2024-06-08,7,446
2024-06-08,8,699
2024-06-08,9,1032
2024-06-08,10,1464
2024-06-08,11,1808
2024-06-08,12,1954
2024-06-08,13,1995
2024-06-08,14,2170
2024-06-08,15,2317
2024-06-08,16,1990
2024-06-08,17,1720
2024-06-08,18,1474
2024-06-08,19,844
2024-06-08,20,497
2024-06-08,21,419
2024-06-08,22,433
2024-06-08,23,370
2024-06-09,0,195
2024-06-09,1,213
2024-06-09,2,245
2024-06-09,3,118
2024-06-09,4,92
2024-06-09,5,65
2024-06-09,6,155
2024-06-09,7,298
2024-06-09,8,521
2024-06-09,9,926
2024-06-09,10,1221
2024-06-09,11,1242
2024-06-09,12,1395
2024-06-09,13,1438
2024-06-09,14,933
2024-06-09,15,883
2024-06-09,16,1304
2024-06-09,17,1564
2024-06-09,18,1565
2024-06-09,19,1370
2024-06-09,20,1147
2024-06-09,21,829
2024-06-09,22,647
2024-06-09,23,356
2024-06-10,0,217
2024-06-10,1,108
2024-06-10,2,82
2024-06-10,3,38
2024-06-10,4,42
2024-06-10,5,161
2024-06-10,6,424
2024-06-10,7,951
2024-06-10,8,1849
2024-06-10,9,979
2024-06-10,10,682
2024-06-10,11,738
2024-06-10,12,873
2024-06-10,13,882
2024-06-10,14,1002
2024-06-10,15,1229
2024-06-10,16,1929
2024-06-10,17,2822
2024-06-10,18,2196
2024-06-10,19,1695
2024-06-10,20,1290
2024-06-10,21,888
2024-06-10,22,625
2024-06-10,23,346
2024-06-11,0,203
2024-06-11,1,90
2024-06-11,2,65
2024-06-11,3,31
2024-06-11,4,51
2024-06-11,5,185
2024-06-11,6,473
2024-06-11,7,1122
2024-06-11,8,2255
2024-06-11,9,1248
2024-06-11,10,745
2024-06-11,11,804
2024-06-11,12,986
2024-06-11,13,993
2024-06-11,14,1068
2024-06-11,15,1399
2024-06-11,16,2196
2024-06-11,17,3524
2024-06-11,18,2754
2024-06-11,19,1953
2024-06-11,20,1570
2024-06-11,21,1157
2024-06-11,22,715
2024-06-11,23,469
2024-06-12,0,252
2024-06-12,1,86
2024-06-12,2,58
2024-06-12,3,34
2024-06-12,4,52
2024-06-12,5,172
2024-06-12,6,555
2024-06-12,7,1156
2024-06-12,8,2336
2024-06-12,9,1373
2024-06-12,10,832
2024-06-12,11,944
2024-06-12,12,1104
2024-06-12,13,1141
2024-06-12,14,1226
2024-06-12,15,1549
2024-06-12,16,2330
2024-06-12,17,3753
2024-06-12,18,2960
2024-06-12,19,2291
2024-06-12,20,1885
2024-06-12,21,1282
2024-06-12,22,871
2024-06-12,23,628
2024-06-13,0,275
2024-06-13,1,142
2024-06-13,2,80
2024-06-13,3,43
2024-06-13,4,59
2024-06-13,5,155
2024-06-13,6,491
2024-06-13,7,1164
2024-06-13,8,2334
2024-06-13,9,1395
2024-06-13,10,897
2024-06-13,11,1086
2024-06-13,12,1224
2024-06-13,13,1180
2024-06-13,14,1302
2024-06-13,15,1580
2024-06-13,16,2299
2024-06-13,17,3543
2024-06-13,18,2825
2024-06-13,19,2274
2024-06-13,20,1736
2024-06-13,21,1322
2024-06-13,22,851
2024-06-13,23,401
2024-06-14,0,209
2024-06-14,1,132
2024-06-14,2,99
2024-06-14,3,60
2024-06-14,4,45
2024-06-14,5,150
2024-06-14,6,449
2024-06-14,7,968
2024-06-14,8,1636
2024-06-14,9,1169
2024-06-14,10,1004
2024-06-14,11,1136
2024-06-14,12,1426
2024-06-14,13,1521
2024-06-14,14,1616
2024-06-14,15,1822
2024-06-14,16,2302
2024-06-14,17,2900
2024-06-14,18,2680
2024-06-14,19,2228
2024-06-14,20,1650
2024-06-14,21,1434
2024-06-14,22,958
2024-06-14,23,969
2024-06-15,0,610
2024-06-15,1,444
2024-06-15,2,322
2024-06-15,3,148
2024-06-15,4,89
2024-06-15,5,101
2024-06-15,6,370
2024-06-15,7,482
2024-06-15,8,751
2024-06-15,9,1304
2024-06-15,10,1500
2024-06-15,11,1741
2024-06-15,12,1940
2024-06-15,13,2088
2024-06-15,14,2381
2024-06-15,15,2196
2024-06-15,16,2213
2024-06-15,17,2435
2024-06-15,18,2421
2024-06-15,19,2091
2024-06-15,20,1638
2024-06-15,21,1267
2024-06-15,22,1006
2024-06-15,23,989
2024-06-16,0,741
2024-06-16,1,479
2024-06-16,2,387
2024-06-16,3,187
2024-06-16,4,79
2024-06-16,5,99
2024-06-16,6,187
2024-06-16,7,343
2024-06-16,8,510
2024-06-16,9,802
2024-06-16,10,1206
2024-06-16,11,1532
2024-06-16,12,1643
2024-06-16,13,1814
2024-06-16,14,1957
2024-06-16,15,2112
2024-06-16,16,2073
2024-06-16,17,2166
2024-06-16,18,2003
2024-06-16,19,1749
2024-06-16,20,1234
2024-06-16,21,891
2024-06-16,22,710
2024-06-16,23,614
2024-06-17,0,245
2024-06-17,1,145
2024-06-17,2,86
2024-06-17,3,67
2024-06-17,4,74
2024-06-17,5,172
2024-06-17,6,437
2024-06-17,7,1022
2024-06-17,8,1968
2024-06-17,9,1090
2024-06-17,10,830
2024-06-17,11,954
2024-06-17,12,1134
2024-06-17,13,1134
2024-06-17,14,1143
2024-06-17,15,1388
2024-06-17,16,2073
2024-06-17,17,3234
2024-06-17,18,2625
2024-06-17,19,2143
2024-06-17,20,1741
2024-06-17,21,1380
2024-06-17,22,903
2024-06-17,23,595
2024-06-18,0,287
2024-06-18,1,103
2024-06-18,2,82
2024-06-18,3,46
2024-06-18,4,62
2024-06-18,5,209
2024-06-18,6,239
2024-06-18,7,781
2024-06-18,8,612
2024-06-18,9,1114
2024-06-18,10,858
2024-06-18,11,996
2024-06-18,12,1133
2024-06-18,13,1143
2024-06-18,14,1168
2024-06-18,15,1386
2024-06-18,16,2155
2024-06-18,17,3518
2024-06-18,18,2859
2024-06-18,19,2102
2024-06-18,20,1705
2024-06-18,21,1397
2024-06-18,22,1069
2024-06-18,23,694
2024-06-19,0,332
2024-06-19,1,147
2024-06-19,2,90
2024-06-19,3,55
2024-06-19,4,65
2024-06-19,5,201
2024-06-19,6,511
2024-06-19,7,1191
2024-06-19,8,2368
2024-06-19,9,1522
2024-06-19,10,1055
2024-06-19,11,1112
2024-06-19,12,1255
2024-06-19,13,1197
2024-06-19,14,1297
2024-06-19,15,1665
2024-06-19,16,2456
2024-06-19,17,3832
2024-06-19,18,3237
2024-06-19,19,2483
2024-06-19,20,1737
2024-06-19,21,1556
2024-06-19,22,1279
2024-06-19,23,868
2024-06-20,0,377
2024-06-20,1,169
2024-06-20,2,97
2024-06-20,3,36
2024-06-20,4,17
2024-06-20,5,76
2024-06-20,6,366
2024-06-20,7,971
2024-06-20,8,2278
2024-06-20,9,1478
2024-06-20,10,1023
2024-06-20,11,1017
2024-06-20,12,1242
2024-06-20,13,1156
2024-06-20,14,1216
2024-06-20,15,1454
2024-06-20,16,2191
2024-06-20,17,3493
2024-06-20,18,1635
2024-06-20,19,985
2024-06-20,20,734
2024-06-20,21,837
2024-06-20,22,829
2024-06-20,23,672
2024-06-21,0,360
2024-06-21,1,224
2024-06-21,2,119
2024-06-21,3,58
2024-06-21,4,59
2024-06-21,5,185
2024-06-21,6,423
2024-06-21,7,867
2024-06-21,8,1539
2024-06-21,9,1192
2024-06-21,10,943
2024-06-21,11,1116
2024-06-21,12,1324
2024-06-21,13,1326
2024-06-21,14,1497
2024-06-21,15,1645
2024-06-21,16,2030
2024-06-21,17,2560
2024-06-21,18,1950
2024-06-21,19,1251
2024-06-21,20,1453
2024-06-21,21,1160
2024-06-21,22,950
2024-06-21,23,1110
2024-06-22,0,720
2024-06-22,1,508
2024-06-22,2,416
2024-06-22,3,220
2024-06-22,4,90
2024-06-22,5,100
2024-06-22,6,183
2024-06-22,7,355
2024-06-22,8,680
2024-06-22,9,1111
2024-06-22,10,1395
2024-06-22,11,1721
2024-06-22,12,1817
2024-06-22,13,1594
2024-06-22,14,1150
2024-06-22,15,1182
2024-06-22,16,1653
2024-06-22,17,1638
2024-06-22,18,1562
2024-06-22,19,1363
2024-06-22,20,1114
2024-06-22,21,911
2024-06-22,22,814
2024-06-22,23,867
2024-06-23,0,544
2024-06-23,1,432
2024-06-23,2,388
2024-06-23,3,201
2024-06-23,4,109
2024-06-23,5,84
2024-06-23,6,167
2024-06-23,7,280
2024-06-23,8,321
2024-06-23,9,558
2024-06-23,10,975
2024-06-23,11,1306
2024-06-23,12,1526
2024-06-23,13,1809
2024-06-23,14,2042
2024-06-23,15,2131
2024-06-23,16,2167
2024-06-23,17,2178
2024-06-23,18,2007
2024-06-23,19,1693
2024-06-23,20,1370
2024-06-23,21,985
2024-06-23,22,688
2024-06-23,23,531
2024-06-24,0,297
2024-06-24,1,126
2024-06-24,2,77
2024-06-24,3,57
2024-06-24,4,57
2024-06-24,5,182
2024-06-24,6,474
2024-06-24,7,1022
2024-06-24,8,2043
2024-06-24,9,1117
2024-06-24,10,867
2024-06-24,11,963
2024-06-24,12,1189
2024-06-24,13,1164
2024-06-24,14,1259
2024-06-24,15,1535
2024-06-24,16,2058
2024-06-24,17,3243
2024-06-24,18,2817
2024-06-24,19,2498
2024-06-24,20,1882
2024-06-24,21,1275
2024-06-24,22,882
2024-06-24,23,1127
2024-06-25,0,336
2024-06-25,1,150
2024-06-25,2,100
2024-06-25,3,55
2024-06-25,4,64
2024-06-25,5,211
2024-06-25,6,584
2024-06-25,7,1220
2024-06-25,8,2535
2024-06-25,9,1420
2024-06-25,10,911
2024-06-25,11,925
2024-06-25,12,1111
2024-06-25,13,1036
2024-06-25,14,1109
2024-06-25,15,1467
2024-06-25,16,2126
2024-06-25,17,3615
2024-06-25,18,2878
2024-06-25,19,2267
2024-06-25,20,1868
2024-06-25,21,1432
2024-06-25,22,943
2024-06-25,23,984
2024-06-26,0,375
2024-06-26,1,156
2024-06-26,2,121
2024-06-26,3,52
2024-06-26,4,62
2024-06-26,5,181
2024-06-26,6,558
2024-06-26,7,1238
2024-06-26,8,2537
2024-06-26,9,1436
2024-06-26,10,980
2024-06-26,11,1024
2024-06-26,12,1253
2024-06-26,13,1209
2024-06-26,14,1221
2024-06-26,15,1021
2024-06-26,16,725
2024-06-26,17,1564
2024-06-26,18,2364
2024-06-26,19,1964
2024-06-26,20,1463
2024-06-26,21,1290
2024-06-26,22,968
2024-06-26,23,792
2024-06-27,0,349
2024-06-27,1,135
2024-06-27,2,99
2024-06-27,3,60
2024-06-27,4,39
2024-06-27,5,184
2024-06-27,6,551
2024-06-27,7,1107
2024-06-27,8,2434
2024-06-27,9,1465
2024-06-27,10,945
2024-06-27,11,1070
2024-06-27,12,1209
2024-06-27,13,1266
2024-06-27,14,1386
2024-06-27,15,1680
2024-06-27,16,2431
2024-06-27,17,3474
2024-06-27,18,3059
2024-06-27,19,2424
2024-06-27,20,1958
2024-06-27,21,1529
2024-06-27,22,1270
2024-06-27,23,808
2024-06-28,0,459
2024-06-28,1,273
2024-06-28,2,155
2024-06-28,3,94
2024-06-28,4,70
2024-06-28,5,187
2024-06-28,6,415
2024-06-28,7,782
2024-06-28,8,1469
2024-06-28,9,1085
2024-06-28,10,1011
2024-06-28,11,1154
2024-06-28,12,1436
2024-06-28,13,1550
2024-06-28,14,1715
2024-06-28,15,1848
2024-06-28,16,2262
2024-06-28,17,2430
2024-06-28,18,2228
2024-06-28,19,1852
2024-06-28,20,1404
2024-06-28,21,1110
2024-06-28,22,994
2024-06-28,23,715
2024-06-29,0,575
2024-06-29,1,415
2024-06-29,2,371
2024-06-29,3,230
2024-06-29,4,102
2024-06-29,5,92
2024-06-29,6,121
2024-06-29,7,56
2024-06-29,8,115
2024-06-29,9,206
2024-06-29,10,289
2024-06-29,11,572
2024-06-29,12,769
2024-06-29,13,915
2024-06-29,14,1203
2024-06-29,15,1325
2024-06-29,16,1373
2024-06-29,17,1463
2024-06-29,18,1575
2024-06-29,19,1489
2024-06-29,20,1332
2024-06-29,21,1097
2024-06-29,22,956
2024-06-29,23,809
2024-06-30,0,642
2024-06-30,1,544
2024-06-30,2,420
2024-06-30,3,300
2024-06-30,4,140
2024-06-30,5,88
2024-06-30,6,180
2024-06-30,7,300
2024-06-30,8,485
2024-06-30,9,789
2024-06-30,10,1230
2024-06-30,11,1532
2024-06-30,12,1699
2024-06-30,13,1776
2024-06-30,14,1880
2024-06-30,15,1770
2024-06-30,16,1881
2024-06-30,17,1883
2024-06-30,18,1589
2024-06-30,19,1341
2024-06-30,20,1098
2024-06-30,21,783
2024-06-30,22,763
2024-06-30,23,605
2024-07-01,0,493
2024-07-01,1,296
2024-07-01,2,249
2024-07-01,3,150
2024-07-01,4,109
2024-07-01,5,93
2024-07-01,6,180
2024-07-01,7,280
2024-07-01,8,391
2024-07-01,9,672
2024-07-01,10,1015
2024-07-01,11,1501
2024-07-01,12,1748
2024-07-01,13,2072
2024-07-01,14,2334
2024-07-01,15,2314
2024-07-01,16,2309
2024-07-01,17,2377
2024-07-01,18,2365
2024-07-01,19,2161
2024-07-01,20,2047
2024-07-01,21,1696
2024-07-01,22,1389
2024-07-01,23,940
2024-07-02,0,351
2024-07-02,1,165
2024-07-02,2,83
2024-07-02,3,57
2024-07-02,4,51
2024-07-02,5,159
2024-07-02,6,464
2024-07-02,7,1034
2024-07-02,8,2185
2024-07-02,9,1182
2024-07-02,10,869
2024-07-02,11,970
2024-07-02,12,1180
2024-07-02,13,1171
2024-07-02,14,1233
2024-07-02,15,1445
2024-07-02,16,2289
2024-07-02,17,3328
2024-07-02,18,2728
2024-07-02,19,1981
2024-07-02,20,1532
2024-07-02,21,1205
2024-07-02,22,798
2024-07-02,23,543
2024-07-03,0,237
2024-07-03,1,100
2024-07-03,2,85
2024-07-03,3,50
2024-07-03,4,58
2024-07-03,5,166
2024-07-03,6,519
2024-07-03,7,1149
2024-07-03,8,2243
2024-07-03,9,1305
2024-07-03,10,853
2024-07-03,11,905
2024-07-03,12,1101
2024-07-03,13,1213
2024-07-03,14,1170
2024-07-03,15,1525
2024-07-03,16,2340
2024-07-03,17,3429
2024-07-03,18,2957
2024-07-03,19,2130
2024-07-03,20,1706
2024-07-03,21,1429
2024-07-03,22,1074
2024-07-03,23,702
2024-07-04,0,345
2024-07-04,1,158
2024-07-04,2,112
2024-07-04,3,57
2024-07-04,4,64
2024-07-04,5,182
2024-07-04,6,501
2024-07-04,7,1136
2024-07-04,8,2321
2024-07-04,9,1361
2024-07-04,10,1001
2024-07-04,11,1144
2024-07-04,12,1380
2024-07-04,13,1271
2024-07-04,14,1350
2024-07-04,15,1693
2024-07-04,16,2465
2024-07-04,17,3595
2024-07-04,18,2905
2024-07-04,19,2238
2024-07-04,20,1888
2024-07-04,21,1422
2024-07-04,22,920
2024-07-04,23,773
2024-07-05,0,363
2024-07-05,1,226
2024-07-05,2,146
2024-07-05,3,64
2024-07-05,4,64
2024-07-05,5,170
2024-07-05,6,452
